V1,V2,V3
0.948275862068966,0.0517241379310345,0
0.517241379310345,0.448275862068966,0.0344827586206897
0.672413793103448,0.293103448275862,0.0344827586206897
0.620689655172414,0.327586206896552,0.0517241379310345
0.241379310344828,0.706896551724138,0.0517241379310345
0.862068965517241,0.0344827586206897,0.103448275862069
0.982758620689655,0,0.0172413793103448
0.120689655172414,0.810344827586207,0.0689655172413793
0.206896551724138,0.758620689655172,0.0344827586206897
0.155172413793103,0.741379310344828,0.103448275862069
0.327586206896552,0.672413793103448,0
0.689655172413793,0.275862068965517,0.0344827586206897
0.344827586206897,0.603448275862069,0.0517241379310345
0.672413793103448,0.258620689655172,0.0689655172413793
0.827586206896552,0.120689655172414,0.0517241379310345
0.206896551724138,0.741379310344828,0.0517241379310345
0.5,0.172413793103448,0.327586206896552
