V1,V2,V3
0.0121212121212121,0.987878787878788,0
0.163636363636364,0.818181818181818,0.0181818181818182
0.436363636363636,0.442424242424242,0.121212121212121
0.133333333333333,0.842424242424242,0.0242424242424242
0.96969696969697,0.0121212121212121,0.0181818181818182
0.939393939393939,0.0363636363636364,0.0242424242424242
0.884848484848485,0.096969696969697,0.0181818181818182
0.23030303030303,0.727272727272727,0.0424242424242424
0.139393939393939,0.787878787878788,0.0727272727272727
0.115151515151515,0.866666666666667,0.0181818181818182
0.557575757575758,0.418181818181818,0.0242424242424242
0.115151515151515,0.824242424242424,0.0606060606060606
0.812121212121212,0.103030303030303,0.0848484848484849
0.806060606060606,0.127272727272727,0.0666666666666667
0.939393939393939,0.0121212121212121,0.0484848484848485
0.0848484848484849,0.836363636363636,0.0787878787878788
0.563636363636364,0.303030303030303,0.133333333333333
